permit_number,particion,duracion_dias,duracion_log,tipo_permiso,agente,distrito,inspector,analysis_neighborhood,permit_zipcode,n_segmentos,lag_aprob_inicio,anio_aprobacion,mes_inicio,largo_proposito,tiene_proposito,permit_start_date,permit_end_date,Latitude,Longitude
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,1,Joyce Bulatao,Outer Richmond,94121,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.77947650153,-122.49705278257
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,2,Joyce Bulatao,Marina,94123,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.79791627927,-122.43650219125
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,2,Joyce Bulatao,Marina,94123,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.80463947299,-122.43626767689
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,9,Joyce Bulatao,Mission,94110,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.761238385,-122.40812534311
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,9,Joyce Bulatao,Bernal Heights,94110,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.74083463339,-122.42296524194
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,1,Joyce Bulatao,Inner Richmond,94118,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.77706342361,-122.4677564995
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,9,Joyce Bulatao,Bernal Heights,94110,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.74080405786,-122.42229112686
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,9,Joyce Bulatao,Mission,94110,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.75893546757,-122.42131357299
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,5,Joyce Bulatao,Hayes Valley,94102,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.77542093056,-122.42689718628
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,2,Joyce Bulatao,Marina,94123,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.79656593188,-122.4396005744
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,9,Joyce Bulatao,Mission,94110,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.76057203882,-122.4085484749
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,8,Joyce Bulatao,Haight Ashbury,94117,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.76426249393,-122.45112767642
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,5,Joyce Bulatao,Hayes Valley,94102,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.77521423391,-122.42854495393
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,2,Joyce Bulatao,Marina,94123,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.80587749629,-122.43726318264
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,2,Joyce Bulatao,Marina,94123,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.805725415,-122.43789324694
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,9,Joyce Bulatao,Mission,94110,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.7584315199,-122.42238013094
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,8,Joyce Bulatao,Noe Valley,94114,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.75314956769,-122.43649039654
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,1,Joyce Bulatao,Outer Richmond,94121,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.77669601249,-122.49631909047
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,9,Joyce Bulatao,Bernal Heights,94110,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.74040077782,-122.42129900367
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,2,Joyce Bulatao,Marina,94123,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.80485734033,-122.43455697648
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,2,Joyce Bulatao,Marina,94123,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.79749806026,-122.43978901137
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,2,Joyce Bulatao,Marina,94123,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.79806792787,-122.43906208085
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,2,Joyce Bulatao,Marina,94123,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.79698416026,-122.43631376696
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,1,Joyce Bulatao,Inner Richmond,94118,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.77519840758,-122.46762236651
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,10,Joyce Bulatao,Mission Bay,94107,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.76566145472,-122.39876418182
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,6,Joyce Bulatao,Mission Bay,94107,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.76629907197,-122.39898289207
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,8,Joyce Bulatao,Castro/Upper Market,94114,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.76532695319,-122.43543383944
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,10,Joyce Bulatao,Potrero Hill,94107,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.76376479823,-122.39809656247
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,3,Joyce Bulatao,Tenderloin,94109,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.78646245633,-122.41900597289
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,5,Joyce Bulatao,Lone Mountain/USF,94117,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.7739923489,-122.44942161495
25EXC-04312,train,478.0,6.171700597410915,Excavation,Michael O'Shaugnessy Construction Inc.,10,Joyce Bulatao,Potrero Hill,94107,1.5992712724397389,0.2028596543569046,0.247534501480716,1.060259958694945,0.05873126610488817,1,2025-10-20,2027-02-10,37.76367742863,-122.39954732898
26EXC-03639,test,122.0,4.812184355372417,Excavation,Pacific Gas & Electric,8,Mario Novoa,Inner Sunset,94117,-0.4783527695998159,0.2524578627009549,0.5436811197885065,0.04706174348010315,-0.223247477950228,1,2026-07-31,2026-11-30,37.76533787961,-122.45358122272
26EXC-03639,test,122.0,4.812184355372417,Excavation,Pacific Gas & Electric,8,Mario Novoa,Inner Sunset,94117,-0.4783527695998159,0.2524578627009549,0.5436811197885065,0.04706174348010315,-0.223247477950228,1,2026-07-31,2026-11-30,37.76497609411,-122.45266388685
26EXC-03680,train,46.0,3.8501476017100584,Excavation,Otros,7,Otros,West of Twin Peaks,94127,-0.9247843819388938,0.20699283838557545,0.5436811197885065,0.38479448188505044,-0.24204606088723576,1,2026-08-10,2026-09-25,37.72652139409,-122.47072123546
26EXC-03676,train,11.0,2.4849066497880004,Excavation,Otros,4,Otros,Sunset/Parkside,94122,-0.9247843819388938,0.2607242307582966,0.5436811197885065,0.38479448188505044,-0.298441809698259,1,2026-08-31,2026-09-11,37.75768598455,-122.48653062797
26EXC-02866,train,487.0,6.1903154058531475,Excavation,"Esquivel Grading & Paving, Inc.",7,Garland Wong,West of Twin Peaks,94132,1.1356692134722348,0.2028596543569046,0.5436811197885065,0.38479448188505044,0.3595085930970121,1,2026-08-31,2027-12-31,37.72228169711,-122.4726417046
26EXC-02866,train,487.0,6.1903154058531475,Excavation,"Esquivel Grading & Paving, Inc.",7,Garland Wong,West of Twin Peaks,94132,1.1356692134722348,0.2028596543569046,0.5436811197885065,0.38479448188505044,0.3595085930970121,1,2026-08-31,2027-12-31,37.73478130094,-122.47321564748
26EXC-03049,train,57.0,4.060443010546419,Excavation,Pacific Gas & Electric,7,Don Doan,West of Twin Peaks,94127,-0.9247843819388938,0.3888529356470932,0.5436811197885065,0.38479448188505044,-0.223247477950228,1,2026-08-03,2026-09-29,37.72565916268,-122.46805671063
26EXC-02866,train,487.0,6.1903154058531475,Excavation,"Esquivel Grading & Paving, Inc.",7,Garland Wong,West of Twin Peaks,Desconocido,1.1356692134722348,0.2028596543569046,0.5436811197885065,0.38479448188505044,0.3595085930970121,1,2026-08-31,2027-12-31,37.73476486714,-122.47379988776
26EXC-03076,train,57.0,4.060443010546419,Excavation,Pacific Gas & Electric,8,Mario Novoa,Haight Ashbury,94117,-0.9247843819388938,0.3888529356470932,0.5436811197885065,0.38479448188505044,-0.20444889501322028,1,2026-08-03,2026-09-29,37.7674123656,-122.45232602843
26EXC-02866,train,487.0,6.1903154058531475,Excavation,"Esquivel Grading & Paving, Inc.",11,Garland Wong,Oceanview/Merced/Ingleside,94132,1.1356692134722348,0.2028596543569046,0.5436811197885065,0.38479448188505044,0.3595085930970121,1,2026-08-31,2027-12-31,37.72011394281,-122.47252099277
26EXC-02866,train,487.0,6.1903154058531475,Excavation,"Esquivel Grading & Paving, Inc.",7,Garland Wong,West of Twin Peaks,94132,1.1356692134722348,0.2028596543569046,0.5436811197885065,0.38479448188505044,0.3595085930970121,1,2026-08-31,2027-12-31,37.72518140482,-122.47250307652
26EXC-03072,test,57.0,4.060443010546419,Excavation,Pacific Gas & Electric,4,Otros,Sunset/Parkside,94122,-0.9247843819388938,0.3888529356470932,0.5436811197885065,0.38479448188505044,-0.20444889501322028,1,2026-08-03,2026-09-29,37.76240111299,-122.49085584506
26ADS-00043,train,61.0,4.127134385045092,AddlStSpac,Otros,2,Sin asignar,Marina,94123,-0.9247843819388938,0.190460102270892,0.5436811197885065,0.7225272202899977,0.7918760006481902,1,2026-09-03,2026-11-03,37.80198172821,-122.43910603823
26VDR-00059,test,156.0,5.056245805348308,Referral,Otros,9,Sin asignar,Mission,94110,-0.9247843819388938,0.17392736615620857,0.5436811197885065,-0.29067099492484416,0.4723000907190586,1,2026-06-12,2026-11-15,37.75594066974,-122.41886531632
26EXC-03045,train,57.0,4.060443010546419,Excavation,Pacific Gas & Electric,10,Don Doan,Bayview Hunters Point,94124,-0.9247843819388938,0.3888529356470932,0.5436811197885065,0.38479448188505044,0.021134100230872678,1,2026-08-03,2026-09-29,37.72045169612,-122.39038276031
26EXC-03639,test,122.0,4.812184355372417,Excavation,Pacific Gas & Electric,8,Mario Novoa,Haight Ashbury,Desconocido,-0.4783527695998159,0.2524578627009549,0.5436811197885065,0.04706174348010315,-0.223247477950228,1,2026-07-31,2026-11-30,37.76366946851,-122.45239988945
26EXC-03639,test,122.0,4.812184355372417,Excavation,Pacific Gas & Electric,8,Mario Novoa,Haight Ashbury,94117,-0.4783527695998159,0.2524578627009549,0.5436811197885065,0.04706174348010315,-0.223247477950228,1,2026-07-31,2026-11-30,37.76375605498,-122.45172109149
26EXC-03015,train,30.0,3.4339872044851463,Excavation,Pacific Gas & Electric,6,Jeffrey Ramirez,Financial District/South Beach,94105,-0.9247843819388938,0.3103224391023469,0.5436811197885065,0.38479448188505044,-0.12925456326518928,1,2026-08-20,2026-09-19,37.7898998513,-122.39598552662
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,Visitacion Valley,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.71609970579,-122.40407313907
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,McLaren Park,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.71923968501,-122.40886872868
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,Portola,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.71911841328,-122.40442125334
26EXC-03082,train,57.0,4.060443010546419,Excavation,Pacific Gas & Electric,5,Mario Novoa,Haight Ashbury,94117,-0.9247843819388938,0.38471975161842237,0.5436811197885065,0.38479448188505044,-0.24204606088723576,1,2026-08-03,2026-09-29,37.76933122658,-122.44848425067
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,Visitacion Valley,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.71640356484,-122.41039607533
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,Visitacion Valley,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.71351204611,-122.4081251697
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,Visitacion Valley,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.7132149,-122.40981964757
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,Visitacion Valley,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.71846135915,-122.40425316984
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,Visitacion Valley,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.71415134985,-122.40342386072
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,Visitacion Valley,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.71799496002,-122.40518392624
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,Visitacion Valley,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.71393624062,-122.41249018927
26EXC-01206,train,564.0,6.336825731146441,Excavation,"Esquivel Grading & Paving, Inc.",5,Garland Wong,Tenderloin,94109,1.0669874269585307,0.2937897029876635,0.5436811197885065,-0.29067099492484416,0.3595085930970121,1,2026-06-15,2027-12-31,37.78506372635,-122.41872463333
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.72626732544,-122.3823128114
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,2,Sin asignar,Western Addition,94115,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.78223657534,-122.44131738442
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.72648452502,-122.38352931641
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.72275942227,-122.39112481996
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.7241447288,-122.38705125398
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,6,Sin asignar,Financial District/South Beach,94105,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.78807091333,-122.39195123944
25MFF-00044,train,317.0,5.762051382780177,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.9076139353104677,0.18632691824222114,0.5436811197885065,-1.9793346869495807,-0.8811978807454991,0,2026-01-02,2026-11-15,37.74351326327,-122.38939147859
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,5,Sin asignar,Hayes Valley,94117,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.77374119727,-122.44009929678
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.72713628687,-122.38717591206
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.72525982509,-122.3888655938
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.7254222985,-122.38165793839
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.72646139843,-122.37932447023
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.7256395049,-122.38287442765
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.72694573829,-122.39017267815
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.72718195208,-122.3789287603
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.72401273708,-122.38998849766
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,6,Sin asignar,Financial District/South Beach,94105,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.78875187366,-122.39108888077
25MFF-00044,train,317.0,5.762051382780177,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.9076139353104677,0.18632691824222114,0.5436811197885065,-1.9793346869495807,-0.8811978807454991,0,2026-01-02,2026-11-15,37.74541734702,-122.39189991744
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.72672963482,-122.38895528363
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.72679011124,-122.38156869015
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.72651489611,-122.38773645243
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.72670199351,-122.38474627944
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.72588461719,-122.3883030003
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.72507381599,-122.39185812488
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,10,Sin asignar,Bayview Hunters Point,94124,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.72667707293,-122.38053697677
25MFF-00045,test,340.0,5.831882477283517,FoodFac,Otros,6,Sin asignar,Financial District/South Beach,94105,-0.5298641094850941,0.18632691824222114,0.247534501480716,1.7357254355048397,-0.8811978807454991,0,2025-12-10,2026-11-15,37.78944756014,-122.39541802714
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,9,Nick Haase,McLaren Park,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.7190024913,-122.41032086027
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,Visitacion Valley,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.71523014464,-122.41449850524
25MFF-00034,train,152.0,5.030437921392435,FoodFac,Otros,9,Sin asignar,Mission,94103,-0.9076139353104677,0.18632691824222114,0.5436811197885065,-0.29067099492484416,-0.8811978807454991,0,2026-06-16,2026-11-15,37.7678993733,-122.41571385207
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,Portola,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.71997475563,-122.40554913526
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,Visitacion Valley,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.71643690827,-122.40987208889
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,Visitacion Valley,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.7141386774,-122.40904471994
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,9,Nick Haase,McLaren Park,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.71972829865,-122.40847822565
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,Visitacion Valley,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.71769800092,-122.40413243631
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,Visitacion Valley,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.71481730368,-122.40874945991
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,Visitacion Valley,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.71969850764,-122.40568071728
25EXC-03741,test,653.0,6.483107351457199,Excavation,Otros,1,Gabriel Howell,Seacliff,94121,-0.9247843819388938,-0.5824453110905586,0.5436811197885065,0.7225272202899977,0.45350150778205084,1,2025-09-08,2027-06-23,37.78852105908,-122.48672722357
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,Visitacion Valley,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.71375315862,-122.41181235786
26EXC-02989,train,557.0,6.324358962381311,Excavation,LC General Engineering & Construction,10,Nick Haase,McLaren Park,94134,0.6377262612478789,0.14499507795551256,0.5436811197885065,-0.29067099492484416,-0.14805314620219703,1,2026-06-22,2027-12-31,37.71617209874,-122.40816538718
